subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
subjCode,Cats,sphynx,tortishell,left,right,spyhnx__208spyhnxwithtoyashx,tort__n02123242_6881
subjCode,Trains,commutertrain,subway,right,left,commuter__n03078802_288,subway__n04349306_1551
subjCode,Fish,clownfish,goldfish,left,right,clown__fish6,gold__6
subjCode,Bird,hen,owl,left,right,hen__n01514859_1689,owl__n01625562_9999
subjCode,Dogs,malamute,pug,left,right,malamute__n02110063_4873_obj1,pug__n02110958_14310_obj1
subjCode,Bird,ostrich,owl,left,right,ost__n01518878_8812,owl__n01625562_9999
subjCode,Bird,swan,vulture,left,right,swan__n01858441_8923,vulture__n01616318_1589
subjCode,Cars,antique,racecar,left,right,antique__n03777568_308,racing__n04037443_233
subjCode,Bird,ostrich,swan,right,left,ost__n01518878_8812,swan__n01858441_8923
subjCode,Cars,antique,sedan,right,left,antique__n03777568_308,sedan__n04166281_784
subjCode,Boats,rowboat,sailboat,right,left,row__r2,sail__s4
subjCode,Cars,antique,limousine,right,left,antique__n03777568_308,limo__n03670208_21
subjCode,Trains,inclinerailway,monorail,left,right,incline__i15,mono__m4
subjCode,Fish,catfish,clownfish,left,right,catfish__9,clown__fish6
subjCode,Trains,commutertrain,freighttrain,right,left,commuter__n03078802_288,freight__n03394480_2710
subjCode,Boats,aircraftcarrier,battleship,left,right,carriern02687172_1960,battle__n02812201_830
subjCode,Trains,monorail,subway,right,left,mono__m4,subway__n04349306_1551
subjCode,Cats,persian,siamese,right,left,persian__n02123394_2143,siamese__n02123597_1673
subjCode,Dogs,komondor,schipperke,left,right,komondor__n02105505_3967_obj1,schipperke__n02104365_712_obj1
subjCode,Bird,hawk,vulture,right,left,hawk__5,vulture__n01616318_1589
subjCode,Fish,angelfish,pufferfish,right,left,angel__n02605936_250,puffer__5
subjCode,Cats,egyptian,sphynx,left,right,egyptian__n02124075_5349,spyhnx__208spyhnxwithtoyashx
subjCode,Cats,persian,sphynx,left,right,persian__n02123394_2143,spyhnx__208spyhnxwithtoyashx
subjCode,Planes,glider,stealth,right,left,glider__nglider__2,stealth__n04308084_3578_obj1
subjCode,Dogs,chihuahua,pug,right,left,chihuahua__n02085620_566_obj1,pug__n02110958_14310_obj1
subjCode,Dogs,komondor,pug,right,left,komondor__n02105505_3967_obj1,pug__n02110958_14310_obj1
subjCode,Cars,limousine,minivan,left,right,limo__n03670208_21,mvan__n03770679_505
subjCode,Cars,racecar,sportscar,left,right,racing__n04037443_233,sports__n04285008_392
subjCode,Cars,antique,stationwagon,left,right,antique__n03777568_308,wagon__n02814533_248
subjCode,Fish,needlefish,pufferfish,left,right,aneed__10,puffer__5
subjCode,Cars,minivan,sedan,left,right,mvan__n03770679_505,sedan__n04166281_784
subjCode,Planes,biplane,seaplane,right,left,biplane__n02842573_3818_obj1,seaplane__n04160586_22359_obj1
subjCode,Planes,airliner,stealth,right,left,airliner__n02690373_8843_obj1,stealth__n04308084_3578_obj1
subjCode,Dogs,schnauzer,welsh,left,right,schnauzer__n02096756_11236_obj1,welsh__n02112826_477_obj1
subjCode,Cars,mini,sedan,left,right,mini__n03770085_951,sedan__n04166281_784
subjCode,Dogs,chihuahua,malamute,right,left,chihuahua__n02085620_566_obj1,malamute__n02110063_4873_obj1
subjCode,Fish,goldfish,pufferfish,right,left,gold__6,puffer__5
subjCode,Cats,abyssinian,sphynx,right,left,abyss__n02124313_1022,spyhnx__208spyhnxwithtoyashx
subjCode,Trains,subway,trolley,left,right,subway__n04349306_1551,trolley__n04469813_3827
subjCode,Dogs,malamute,schipperke,right,left,malamute__n02110063_4873_obj1,schipperke__n02104365_712_obj1
subjCode,Boats,galleon,icebreaker,left,right,galleon__n03411339_770,icebreaker__n03556992_2857
subjCode,Cats,egyptian,tortishell,right,left,egyptian__n02124075_5349,tort__n02123242_6881
subjCode,Cats,abyssinian,tortishell,left,right,abyss__n02124313_1022,tort__n02123242_6881
subjCode,Cars,mini,minivan,right,left,mini__n03770085_951,mvan__n03770679_505
subjCode,Cats,angora,manx,right,left,angora__n02123478_7454,manx__3
subjCode,Planes,biplane,fighter,right,left,biplane__n02842573_3818_obj1,fighter__n03335030_4289_obj1
subjCode,Planes,fighter,seaplane,left,right,fighter__n03335030_4289_obj1,seaplane__n04160586_22359_obj1
subjCode,Trains,bullettrain,commutertrain,left,right,bullet__n02917067_281,commuter__n03078802_288
subjCode,Fish,flyingfish,needlefish,left,right,flying__8,aneed__10
subjCode,Cars,sedan,sportscar,right,left,sedan__n04166281_784,sports__n04285008_392
subjCode,Dogs,pug,schipperke,right,left,pug__n02110958_14310_obj1,schipperke__n02104365_712_obj1
subjCode,Planes,biplane,glider,left,right,biplane__n02842573_3818_obj1,glider__nglider__2
subjCode,Trains,freighttrain,tram,right,left,freight__n03394480_2710,tram__n04335435_1691
subjCode,Planes,glider,seaplane,right,left,glider__nglider__2,seaplane__n04160586_22359_obj1
subjCode,Planes,airliner,seaplane,right,left,airliner__n02690373_8843_obj1,seaplane__n04160586_22359_obj1
subjCode,Dogs,mastiff,schipperke,left,right,mastiff__n02108254_133_obj1,schipperke__n02104365_712_obj1
subjCode,Cars,mini,racecar,right,left,mini__n03770085_951,racing__n04037443_233
subjCode,Cars,limousine,mini,right,left,limo__n03670208_21,mini__n03770085_951
subjCode,Trains,tram,trolley,right,left,tram__n04335435_1691,trolley__n04469813_3827
